pdf_file,page_number,image_file,classification,ocr_engine,extracted_text,extracted_char_count,confidence_estimate,review_required,reason,notes
65_hs1-834228961_62-hq-83894_section_10,46,page_0046.png,mixed_annotation,tesseract-5.5.2,"Dares 4 ’ g ae Ans Noo VRAD
N93 Go™P) aan
~
Walks maton Ve

ole ‘ HH Gye. r ;
= is
fr x Tau ee |
ON Ue a) D AM Qs ww ol bomen p aoas, AL TY vrre @ site

n

SAN m'a\ L mow Pah Nek ‘ies ey rt ¢ ntehes = 4 a ct!

we: Wow \ ale kee ss eek POA. \"" ry Jon , ees bi as
SNe a. tho } ¥ . OU CRE aa ND UR Ws gn
onst dain APD one ar vroumatin

dunt ph arate rea Lo Mais du. eter 4 Mi ic. moe

Ay A!

QL Lae. Pee — ae pe n te Ma YEOH d

oe 0 Nie sauve x Freeda AA oral} av PALE op dUoal

= ‘ Wi \ 5 Ss ow i ee ‘",499,35.3,true,"low confidence (35.3/100), may contain noise or degraded scan",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,47,page_0047.png,mixed_annotation,tesseract-5.5.2,"IIe Hd 9% G 27 Jag

I@4

YOLI3yiG - Q3AI393y",44,45.4,true,"medium confidence (45.4/100), review recommended for mixed pages",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,48,page_0048.png,mixed_annotation,tesseract-5.5.2,,0,95.0,true,"confidence 95.0/100, extraction likely reliable","psm=3 lang=eng; very short extraction (0 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,49,page_0049.png,mixed_annotation,tesseract-5.5.2,"0-20 (Rev. 1-26-66) Tolson %
|] eLoach
M
ap,

Casper 222 oe
Callahan
Conrad
Felt
, paale

ede —
oe
T Pee a

Tidttiet <7 see
Tele. Room
Holmes

Gandy

iV

4

4

JINIVERSITY C
1 WHAT BASIS

\ a JAN 20 1967

79 JAN 23 1967

WASHINGTON CAPITAL NEWS SERVIC Eowwmese: pee

\",268,70.5,true,"confidence 70.5/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,50,page_0050.png,mixed_annotation,tesseract-5.5.2,,0,95.0,true,"confidence 95.0/100, extraction likely reliable","psm=3 lang=eng; very short extraction (0 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,51,page_0051.png,mixed_annotation,tesseract-5.5.2,"q@

Mr. DeLoach

Mr. Gale
Liaison Section
Mr. McAndrews

Mr. Ware January 18, 1967

a
x yb b yer
a UNIDENTIFIED FLYING OBJECT x

7 ee JANUARY 17, 1967 pp yr wo A

At 4:10 a.m., January 18, 1967, James 7 Collins,
212 Sharon Drive, Chesapeake, Virginia, telephone ” 547-4648,
advised that he desired to report that he had observed a large
eblong-shaped object which alighted in the street in front
of him when he was on his way home from his television repair
shop, the Oak Grove T. ¥., 6424. Great Bridge Road, Chesapeake,
Virginia. He believes that he was taken into this craft which
he recalls as being made of a glass like substance and being
transparent. It was manned by several individuals who appeared
to be undersized creatures similar to members of the human
race, probably not more than 4 feet tall. They were allegedly
wearing regular trouser pants and T-Shirts. Collins believes
that he was transported by this craft for an undetermined
distance and returned to his point of take-off approximately
one hour later.

Collins spoke in a coherent manner although he
appeared to be under certain emotional strain. He claimed
he had not been drinking any intoxicants but he was unable
to account for the time between 8:00 p.m. and 4:00 a.m.. He
stated he was telephoning from his workshOp)but had no recollection
of being elsewhere between 8:90 p.m. and 4:00 a.m.

The above is being furnished for your information.

Q

A. R. Ware, Special Investigative Division. A check of Bureau
indices did not disclose any information which could be identified

NOTE: Collins furnished information to night supervisor SA

with Collins. pie

nec of

ARW: djg i ne This document contains neither
(9) ?

y:

recommendations nor conclusions of |

‘ A
A) the FBI. It is the property of ay
\ eB H ner r “nev
‘ the FBI and is loaned to your agency, (
it and its contents are not to be “ona aa a
distributed outside you

=6-2UAN , 61967) ae m9 JAN 20 1967

MAIL, roomL_] TELETYPE UNIT",1969,86.3,true,"confidence 86.3/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,52,page_0052.png,mixed_annotation,tesseract-5.5.2,,0,95.0,true,"confidence 95.0/100, extraction likely reliable","psm=3 lang=eng; very short extraction (0 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,53,page_0053.png,mixed_annotation,tesseract-5.5.2,"Ge. ‘Ri fusawai a
as ue

(yet Onwony ciZ7 307667 pelassiLied, TEBOREU!: with inseraet:
ai not. dissominated tin _wheilevor3n anartoutside the
3 Buréauiyith

ached for ypu infoxuation® “and vee heron 2
(pHa Federals

z a iver: ‘sent Ke ee er in Chareesi Roxas Dep
Pap paet ety: i é rexecs re

iY ry “te is alekben de hinlway, ‘0:
Penarea tipon my. © fageident report anc
SF in datea this ‘date* and délivered >

Pays, OL Foohatt, tay tsi
‘LO, aveocogn arc nd
enclosed and the",474,38.8,true,"low confidence (38.8/100), may contain noise or degraded scan",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,54,page_0054.png,mixed_annotation,tesseract-5.5.2,"‘MEX 105-5844

4 absolutely Manipilated-your lie detector tests ican’ pe we
positively controlled without’ your knowledge.’
« VAny smell, taste, hearing by sound ox, word, sight | ~
» can ""bé' Controlled hy vision blocks ox ‘intensity of clarity
or pinpoint ‘control of eye ‘direction itself, Any physiew
Sensation can be duplicated; Mental and conversational:
biocks' can be created at any times ~ Ustally with public
enbarrassment ‘to that person, Nabiraily natfgiatios faa
1. typing, ‘book ‘keéping ‘can: be manipulated to thé extremes
_ + of! frustration or hervyous or mental Collapse. Sexual
“(climax can be made to most-any individual anywhere or
~ anytime, tg Ye Wen, “ ‘
""Any type. machine can be manipulated, destroydd ov.

damage: rom unexplainable, reasons or Sources, This»means

*: r

2-0 component) of any partyof ‘that machine or MOtGh-— 9.

of kind or type. Any ignition System can’ be ¢
“random, Previously the /méthod. used Was"" connecting’
tay, tO electric or telephone tines, which gave access “to
hewmonitoring of anyones. thoughts wherever hei may. bes y p
iLoularly while at ‘work at your desk, Thoughts. Uséd'on}
(> “the ‘highway while driving were monitored by eduipner k
in trucks, rental trailors, autos, etc.’ | 4 ,
- stent is from out of State, particularly. California, sused, in®, )
thesvaliley by non-tourists who are here for reasons xbending
~ over’ 30: daysand who do) not pay for ‘Texas plates. = aU AD
ve infiltrated almost “every business level, XS]
""Any. man in, busines. cannot realize the reason) so any ©
eompany, secrets or’ confidences are lest. A.business; — )

- competitor can eventually bankrupt any ox alll. of his coms!) :
petition how can a defense attorney present fa defense when —*).
his strategy is iknown to the opposing attorney previously.

“in ahintéetsive review of my driving record, particularly,» | 7.

accidents; I believe most aré premeditated, all isince’ 1946, ..~

+ because -I\ learned too muchin- the Navy, while ‘at War, Reames …[truncated]",2117,60.2,true,"confidence 60.2/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,55,page_0055.png,mixed_annotation,tesseract-5.5.2,"saw Hiadentieaedes ‘ab je an 1945 On, combat.
They were not’ the en 7, - ek
saat. Seen, oo t :

jaan Rirthey believes that I will possibly exper possibly experience
‘forgery. and ‘very. possibly""be convicted for it}? from valid:
. (signatures made at service Stations using credit cards ¢! cs
. The? customer gets the copy, the Station keeps the hard ‘copy, =
and the clear® “carbon with the valid signature is purchased
ev n away for fraiming purposes. These signatures) aah Muse
imely valid and in Court will be’ so appriased by any ©) .
ing: caeeth ‘This dave lve PRE aie by ee Anvcivaig ie

ave stated -the poueibbieys ay By asditated endee ls

: ‘standpoint of the? operator,

this thé same: conditions! for: the other étes :
' These ‘ake tianipulated by the trdtten’ apples’ in the barrel —
vot anys ul security arm, whore ui wehabile: ‘because £
* i ¥ederal: top secrets they. have sword toi dere

fag Buspéct. especially the Ci ItA and the

dénal intervention necessary State 1
. domestic. <netgenent it

ve tis letter wi
: rai cee eutpor ities, Ineac

rc Beisede it is tlandatory £08 the
opubt c eed and. man, i
font ; r

ar believe that. the ne tee ok this iaeornante
atute a: breach of trusts Anvahy way, and’ ti
equipment is” “‘obsolte, having been: Teplaced ' by.
ite 'samos, our. Spy inthe’ sky, and Sinilar aevicé
E which: were) dass aa arinoiinced ee the ipyese and/or, ~

olig gurther suspect ne nos ie not ah nope Goneredsnen
Sénatorsi know Of the mebhod and have? used at for, Pree athe",1505,47.0,true,"medium confidence (47.0/100), review recommended for mixed pages",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,56,page_0056.png,mixed_annotation,tesseract-5.5.2,": | purposes. in Election ‘races, and pobsibly on the. stats
Tevel. © I wilt enlarge upon these VECWS 4
if necessary at Wn ria anbe and stand
<contens. herein, &

ae this: “tatber I expressly. tek the. ‘conoperation, 0
g of Public Safety. of Texas, Penns yi
toTexasiprefers;

inations’ to be condi
Rochester s, Aree é Sok:

’ ny) ubmit myself aS o£ sound mind and Body, ‘and. chee

- the ‘abave is true.and correct ov ny sound, epinions. “There

i sash OQ. proot-of a tangible: nature other than’ public’ ace BG)
Of: Cee fox ye use: Ag was’ =i jented

ee The oa
1 the see te",574,51.2,true,"medium confidence (51.2/100), review recommended for mixed pages",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,57,page_0057.png,mixed_annotation,tesseract-5.5.2,"4-22 (Rev. 122-60)
« “* Federal Bureau @f investiadkion

RecordS “6 - ‘
73 —_—""——_—— , 19__

LEINéme Searching Unit - Room 6527
Sees Unit ~ Room 6524
Fofward to File Revie
Attention poe,
TH to B
Supervisor Room Ext.

Type_of Reférentes Requested:

egular Request (Analytical Search)
All References (Subversive & Nonsubversive).
Subversive References Only
Lael rangle References Only
a Main —________§_. References Only

(>

Type _of Search Requested;

L_.] Restricted to Locality of

L_JExact Name Only (On the Nose)
Variations

Subject )
Birthdate ace
Address

ox

Localitiegs =
yl Q Searcher

Ra________ Date

Initials Bsa ll
Prod.

FILE aa SERIAL
NE Lf ¢ Lys BY) Cassel)",673,69.6,true,"confidence 69.6/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,58,page_0058.png,mixed_annotation,tesseract-5.5.2,"Pee
--3010~107-02

| QSA'GER. REG. HO. a

EySetre SrATES. Go} NMENT

J Toke _BEnas57
18.= CH’

PHD Ohabloaea ‘are’’3 copies of- fg (>) (7)(D) es
(b) (7)(D) letter “dated 4/27 Whe ‘Classified’ eRe A
Aral alates self-explanatory... : i

The Bureau. may desire to: AtontuH a eépy
“enclosed letter ‘to See ore FOR: informat fon rus eae

“Bureau. (ine.
tiaison (seat
london ee",371,41.2,true,"medium confidence (41.2/100), review recommended for mixed pages",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,59,page_0059.png,mixed_annotation,tesseract-5.5.2,"cooaniaeeniee
Coes
Rowe KR

CVs Tee

Cory
Q
~—Q
iS)
2a
rs
D
as
we
g
A
i
Q
si
<4
Ay

EOS0x1 STATE
|EO50x6 STATE

fi

8
re
a
a
2D
2
ty
fist
o.
we
8,
Re
=]
a
@

dividual

6

‘THe Secrprary, Box 500

an:

in

ence-to
Ay.

myelop:

d

8)

‘
-DI-734 6050 Ext!

d wot to
Telephone Nos,

lerkespon

The outer

Cer

10)

toh
ig}

ay
sue",327,43.8,true,"medium confidence (43.8/100), review recommended for mixed pages",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,60,page_0060.png,mixed_annotation,tesseract-5.5.2,"sive References Only
~... References Only",41,67.1,true,"confidence 67.1/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,61,page_0061.png,mixed_annotation,tesseract-5.5.2,"References ‘Only

Tepe of Search Requantea: “s
[=] Restricted to sLeedtity of =
fear) E Name Only, On the: Noiek

‘Variations ©",127,55.3,true,"medium confidence (55.3/100), review recommended for mixed pages",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,62,page_0062.png,mixed_annotation,tesseract-5.5.2,"OPTIONAL FORM NO. 10
MAY 1962 EDITION

1. Dy Gsa rpme (41 cer) 101-11.6
a UNITED STATES

- Memorandum

DIRECTOR, FBI
SAC, MIAMI (62-0-11328 )

SUBJECT: PAUL L, PEYERL
INFORMATION CONCERNING

A review of the Miami indices revealed information
reflecting subject appeared at the Miami Office on July 24,
1959, and uwlunteered to return to Austria as an intelligence
agent. His expressed motivation was to do something to repay
the debt he felt he owed the United States, He was afforded
the Washington, D, C, Headquarters address of the Central
Intelligence Agency and told his inquiry should be directed
tere,

Also, on July 4, 1961, he appeared at the Miami
Office and gave an incoherent story of recently meeting an
individual who asked him to kill his mother, PEYERL appeared %
to be somewhat bewildered and continuously gazed away from the» ¢
interviewing Agent,

During his most recent visit to the Miami Office,
PEYERL seemed genuinely concerned about the existence j
of the object he allegedly photographed during November, 1944,
He exhibited no emotional nor mental disorder and appeared to
be rational,

In view of recent publicity afforded UFO sightings,
some apparently by responsible sources, this information
is submitted to the Bureau for consideration of transmittal
to the U. S. Air Force,

secs, corn, anceemi
14 JUN 2219624
@. Bureau (Hnc,. ~ emer gee
- Miami (f/) /
LB/bab AY

(3) q
jun 2 7196!

Buy U.S. Savings Bonds Regularly on the Payroll Savings Plan

¥

5010-10801",1489,86.9,true,"confidence 86.9/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,63,page_0063.png,mixed_annotation,tesseract-5.5.2,"UNITED STATES DEPARTMENT OF JUSTICE

FEDERAL BUREAU OF INVESTIGATION

In Reply, Please Refer to

File No.

62-0-11328 Miami, Florida
June 8, 1967

PAUL L/| PEYERL
INFORMATION CONCERNING

On April 26, 1967, PAUL L, PEYERL, 1430 Southwest
76th Street, Miami, Florida, appeared at the Miami Office and
furnished the following information relating to an object,
presently referred to as an unidentified flying object, he
allegedly photographed during November, 1944:

Sometime during 1943, he graduated from the
German Air Academy and was assigned as a member of the
Luftwaffe on the Russian Front, Near the end of 1944, he
was released from this duty and was assigned as a test
pilot to a top secret project in the Black Forest of Austria,
During this period he observed the aircraft described above.
It was saucer shaped, about twenty-one feet in diameter,
radio controlled, and mounted several jet engines around the
exterior portion of the craft. He further described the
exterior portion as revolving around the dome in the center
which remained stationary, It was PEYERL's responsibility
to photograph the object while in flight. He asserted he
was able to retain a negative of a photograph he made at 7,000
meters (20,000 feet), A Xerox copy of the negative, as furnished
by PEYERL, appears on the last page of this communication,
Also, a still photograph he allegedly made ""at the risk of my
life"", illustrating the object parked in a hanger, appears on
the last page,

According to PEYERL, the aboye aircraft was designed
and engineered by (First Name Unknown)f\KUEHR, a German engineer
whose present whereabouts is unknown him, He assumed KUEBR
was taken into custody by Allied Forcés upon the termination
of hostilities, PEYERL stated KUEHR unsuccessfully attempted
to avoid the German draft, but was apprehended by the Gestapo",1834,94.2,true,"confidence 94.2/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,64,page_0064.png,mixed_annotation,tesseract-5.5.2,"PAUL L, PEYERL
INFORMATION CONCERNING

in Vienna, Austria, sometime during late 1943 or early 1944,
PEYERL also assumed the secrets pertaining to this aircraft
were captured by Allied Forces, He said this type of aircraft
was responsible for the downing of at least one American B-26
airplane. He furnished the following fuel and engine data:

"",e.eFuel mixture of NoH4,0 in Methyl Alcohol
(CH30H) rather than ‘oxygen-holding' mixture of
3

hydrogen peroxide H505 in water, 7m 1,3m high two
rocket motors; smooth flow, rotary drive over 2,000
meters per second,...""

PEYERL said he copied this data from a board
located in the hanger area,

PEYERL asserted he was shot down by the British
on March 14, 1945, after having been reassigned to the
Western Front. He was held prisoner by the British in
London and later in Brussels until his release in 1946,

He departed for the United States from Bremerhaven, Germany,
on December 26, 1951; entering the United States in New
Jersey on January 7, 1952, and was subsequently naturalized
in Miami during 1958, He is presently employed as a
mechanic at Eastern Airlines, Miami, Florida, He related

he was born May 3, 1924, in Austria,

PEYERL stated he has withheld this information
because he assumed the United States possessed it. He has
become increasingly concerned because of the unconfirmed
reports concerning a similar object and denials the United
States has such an aircraft. He feels such a weapon would
be beneficial in Vietnam and would prevent the further loss
of American lives which was his paramount purpose in contacting
the Federal Bureau of Investigation (FBI).

PEYERL reiterated he has the original negatives
of both photographs, He said the shots were taken at a thirty
second time exposure,

This document contains neither recommendations nor
conclusions of the FBI. It is the property of the FBI and is
loaned to your agency; it and its contents are not to be
distributed outside your agency.",1961,94.2,true,"confidence 94.2/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,65,page_0065.png,mixed_annotation,tesseract-5.5.2,"« »

UNITED STATES DEPARTMENT OF JUSTICE
FEDERAL BUREAU OF INVESTIGATION

In Reply, Please Refer to

File No. 69..0011328 Miami, Florida
June 8, 1967

RE; PAUL L. PEYERL
INFORMATION CONCERNING

On April 26, 1967, PAUL L. PEYERL, 1430 Southwest
76th Street, Miami, Florida, appeared at the Miami Office and
furnished the following information relating to an object,
presently referred to as an unidentified flying object, he
allegedly photographed during November, 1944;

Sometime during 1943, te graduated from the
German Air Academy and was assigned as a member of the
Luftwaffe on the Russian Front. Near the end of 1944, he
was released from this duty and was assigned as a test
pilot to a top secret project in the Black Forest of Austria.
During this period he observed the aircraft described above.
It was saucer shaped, about twenty-one feet in diameter,
radio controlled, and mounted several jet engines around the
exterior portion of the craft. He further described the
exterior portion as revolving around the dome in the center
which remained stationary. It was PEYERL's responsibility
to photograph the object while in flight. He asserted he
was able to retain a negative of a photograph he made at 7,000
meters (20,000 feet). A Xerox copy of the negative, as furnished
by PEYERL, appears on the last page of this communication,
Also, @ still photograph he allegedly made ""at the risk of my
life"", illustrating the object parked in a hanger, appears on
the last page.

According to PEYERL, the above aircraft was designed
and engineered by (First Name Unknown) KUEHR, a German engineer
whose present whereabouts is unknown to him, He assumed KUEHR
was taken into custody by Allied Forces upon the termination
of hostilities. PEYERL stated KUEHR unsuccessfully attempted
to avoid the German draft, but was apprehended by the Gestapo",1843,93.8,true,"confidence 93.8/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,66,page_0066.png,mixed_annotation,tesseract-5.5.2,"iL

ee
z
Att

%m.1,3m high two

in Methyl Alcohol
» rotary drive over 2,000

1 he i
vi ea Ale
ae

gue

flow

meters per second....""

*. eceFucel mixture of

Hu
7
r
:

Sirpiane.
hydrogen peroxide
rocket motors;",209,60.1,true,"confidence 60.1/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,67,page_0067.png,mixed_annotation,tesseract-5.5.2,,0,95.0,true,"confidence 95.0/100, extraction likely reliable","psm=3 lang=eng; very short extraction (0 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,68,page_0068.png,mixed_annotation,tesseract-5.5.2,"@ oe STATES DEPARTMENT ae

FEDERAL BUREAU OF INVESTIGATION

In Reply, Please Refer to
File No.
62-0-11328 Miami, Florida
dune 8, 1967

On April 26, 1967, PAUL L. PEYERL, 1430 Southwest
76th Street, Miami, Florida, appeared at the Miami Office and
furnished the following information relating to an object,
presently referred to as an unidentified flying object, he
allegedly photographed during November, 1944;

Sometime during 1943, he graduated from the
German Air Academy and was assigned as a member of the
Laftwaffe on the Russian Front. Wear the end of 1944, he
was released from this duty and was assigned as a test
pilot te a top secret project in the Black Forest of Austria.
During this period he observed the aircraft described above.
It was saucer shaped, about twenty-one feet in diameter,
vadio controlled, and mounted several jet engines around the
exterior portion of the craft. He further described the
exterior portion as revolving around the dome in the center
which remained stationary. It was PEYERL'’s responsibility
to photograph the object while in flight. He asserted he
was able to retain a negative of a photograph he made at 7,000
meters (20,000 feet). A Xerox copy of the negative, as furnished
by PEYERL, appears on the last page of this communication.
Also, a stall photograph he allegedly made “at the risk of ny
life"", illustrating the object parked in a hanger, appears =
the last page.

According to PEYERL, the above aircraft was designed
and engineered by (First Name Unknown) KUEHR, a German engineer
whose present whereabouts is unknown to him. He assumed KUEHR
was taken into custody by Allied Forces upon the termination
of hostilities. PEYERL stated KUEHR unsuccessfully attempted
to avoid the German draft, but was apprehended by the Gestapo",1784,93.1,true,"confidence 93.1/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,69,page_0069.png,mixed_annotation,tesseract-5.5.2,"in Vienna, Austria, sometime during late 1943 or early 1944,
PEYERL also assumed the secrets pertaining to this aircraft
were captured by Allied Forces. Fe pho Fin dling Flos Braye w=
pd oe agg ce Boe Mr «say oe Boe at least one American B-26
airplane. He furnished the following fuel and engine data:

“.ece¥uel mixture of Ngl,O in Methyl Alcohol
(CH,0H) rather than ‘oxygen-holding’ mixture of
hydrogen peroxide in water. Ym 1,3m high two
rocket motors; flow, rotary drive over 2,000
meters per second....""

PEYERL said he copied this data from a board
lecated in the hanger area,

PEYERL asserted he was shot down by the British
on March 14, 1945, after having been reassigned to the
Western Front. He wes held prisoner by the British in
London and later in Brussels until his release in 1946.

presently employed
mechanic at Eastern Airlines Miami, Florida, He related
he was born May.3, 1924, in Austria.

PEYERL stated he has withheld this information
because he assumed the United States possessed it. He has
become increasingly concerned because of the unconfirmed

concerning & similar object and denials the United
States has such an aircraft, He feels such a weapon would
pd an ne rca Ble Bige crreae nn Rag 5B tien lh dl tag ray Mle man
of American lives which was his paramount purpose in contacting
the Federal Bureau of inventigntien (FBI).

PEYERL reiterated he has the original negatives
of beth photographs, He said the shots were taken at a thirty
second time exposure.

This document contains neither recommendations nor
conclusions of the FBI. It is the property of the FBI and is
leaned to your agency; it and its contents are not to be
distributed outside your agency.",1691,83.6,true,"confidence 83.6/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,70,page_0070.png,mixed_annotation,tesseract-5.5.2,ladle ee ee I oY TR,19,22.9,true,"low confidence (22.9/100), may contain noise or degraded scan","psm=3 lang=eng; very short extraction (19 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,71,page_0071.png,mixed_annotation,tesseract-5.5.2,"o
D
o

£—

at

a
o
o
fe}

a

~
o
o

a",37,56.1,true,"medium confidence (56.1/100), review recommended for mixed pages",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,72,page_0072.png,mixed_annotation,tesseract-5.5.2,"SUBJECT:

UNITED. STATES GOVERNMENT

Memoranggm : &

DIRECTOR, FBI pate: 7/25/67

SAC, NEWARK (47-0)

UNIDENTIFIED AERIAL OBJECTS

IVAN SANDERSON, COMPLAINANT

ALLEGED IMPERSONATION OF FBI AGENTS

AND MILITARY PERSONNEL
Ce ee

Enclosed/herewith for the Bureau ar hapters
13 and 14 of a book now being prepared by- IVAN)RANDERSON,
The book relates to\Unidentified Aerial Objects (UAO) which

SANDERSON states will soon be published in magazine form on
a nation-wide basis. f \—< / |

SANDERSON, who claims to have writte

en several books,
is a graduate of Oxford in England and has various degrees.

He states that he has appeared on the Gary Moore Show and
other types of television projects. He relates that he has
been extremely concerned about UAOs and in the submitted
material he eludes briefly to the FBI and the CIA.

There does not appear to be a violation of the

ersonation Statute or any other violation over which this
Bureau now has jurisdiction. The enclosed information is
submitted only for the Bureau's interest and no further
action is sayarhrpe no Newark.

2 - Bureau (En cae
1 - Newark V Bf
NSI; JuP

(3)

¥3 y¥/ / “Hole fue 27 \yg7
Not RECORDED Misti
152 JUL 28 1967

6/ Buy U.S. Savings Bonds Regularly on the Payroll Savings Plan

ORIGINAL FILED IN",1272,86.2,true,"confidence 86.2/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,73,page_0073.png,mixed_annotation,tesseract-5.5.2,"August 24, 1967

Yo R

REG- 14 \
Mr. Theodore Gray Hullett
561 37th Avenue.
San Francisco, California 94121

Dear Mr. Hullett:

Mr. Hoover received your letter of
August 19th, with enclosure, and wanted you to know
he appreciates your best wishes. He asked me to
thank you for sending the publication you forwarded
to him.

Sincerely yours,
| MAILED 19.

| AUG 24 1967

\ comM - FBI Helen W. Gandy
a Secretary

NOTE: Bufiles contain nothing identifiable regarding correspondent
and no record of the publication, ‘ufo contact."""" Inasmuch as
correspondent might possibly, ube letter from the Director in some
manner to promote this — an in-absence reply is deemed
advisable. 7 1

TELETYPE UNIT",691,87.3,true,"confidence 87.3/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,74,page_0074.png,mixed_annotation,tesseract-5.5.2,"WOVA O-938

ee]
#9 Hd 90 EF) Bf

q

RoOoU Sniayat",49,36.8,true,"low confidence (36.8/100), may contain noise or degraded scan",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,75,page_0075.png,mixed_annotation,tesseract-5.5.2,"Mr. Nir ares
ie peiee

bhr__ ie

August 19, 1967

O

Director J. Edgar Hoover
Federal Burean of Investigation
Washington, D. C,

Dear Mr. Hoover:
A very Happy Birthday....... July 196

I am very Lucky to have the opportunity this afternoon to be
able to Introduce to you the ufo contact igap journal. This
magazine has been dedicated to Mr. George Adar
My letter to you and the enclosed magazine is a project of my
own, J am a reporter for ufo contact, and in this way I hope to
bring to the attention.of V.I.P. of our country, our magazine and =
| the message that it c@gtains, to the reader, I don't sell the 7
| magazine, but plan tomive it,to the person I write to as a gift.>
The cost is my own, and t prekperiience I will gain will be my
| reward, perhaps an advan ccna to the position of co-worker for,
'IGAP in the future. py = 2

Thank you very mueh for Fiving me a moment of your time, “T

» you will find our.magazine interesting.

he
—

I again wish you a very Happy Birthday! (Walter Winchell)
Your Friend,

Theodore Gray Hullett
561 37t th Avenue

NCL NOLS ou! San F ore fornia

EXP=RROC. eae oa
WUG221967/O sits eee

REC- 14

X)

16 SEP 12 1967

ee",1163,81.6,true,"confidence 81.6/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,76,page_0076.png,mixed_annotation,tesseract-5.5.2,"Aue 22° #1 se AH
FBI

REC+O WICK",32,77.1,true,"confidence 77.1/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,77,page_0077.png,mixed_annotation,tesseract-5.5.2,bg a~ Fasser 7,14,51.8,true,"medium confidence (51.8/100), review recommended for mixed pages","psm=3 lang=eng; very short extraction (14 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,78,page_0078.png,newspaper_or_print_clipping,tesseract-5.5.2,"igap journal oe

Br SSS $35 BSe5 Sse SESS Soo SSose5 <<

S282 Sosese SSS PRS
PX Dae

eceneet oS SS
| XXX ain
be Ul
Ss es stare

a

Bese i
y i Ba)

Pee Se UN fen
—- —— SSoS SSS

internaticnal
PRINTED IN DENMARK get acqua ] nted
oer ) program",240,39.6,true,"low confidence (39.6/100), may contain noise or degraded scan",psm=4 lang=eng; layout OCR may have column ordering issues
