article_id,pdf_file_name,source_url,pdf_sha256,status,note_url,draft_path,published_path,created_date,published_date,remarks
#061,serial-3_redacted.pdf,https://www.war.gov/medialink/ufo/release_1/serial-3_redacted.pdf,4f462fefe8f38e6445f652067ff0ba418e6b0d4f38ce73b5c8190e857fe352ed,published,https://note.com/deft_ibis3303/n/ndbb4b6d24142,note_drafts/ai_summary_061_serial3_fbi_uap_witness_2023_note_version.md,,2026-05-14,,OCR不可・0文字・スキャン画像PDF。FBI FD-302系・serial-3・2ページ・重度リダクション。#060/#062同シリーズ。
#062,serial 5 redacted_redacted.pdf,https://www.war.gov/medialink/ufo/release_1/serial%205%20redacted_redacted.pdf,c38d267441b19350df557d9f3bfbd689fb5ba0619366373a7b9e6f8dce84bb8c,published,https://note.com/deft_ibis3303/n/n2ac5ceb96f6c,note_drafts/ai_summary_062_serial5_fbi_uap_witness_2023_note_version.md,,2026-05-14,2026-05-14,限定情報記事。FBI FD-302a・2023年9月・UAP目撃者インタビュー・Page 2 of 2。「流星が向かってくるように見えた」証言断片。#060/#061同シリーズ。
#063,342_hs1-416511228_box186_319.1-flying-discs-1949.pdf,https://www.war.gov/medialink/ufo/release_1/342_hs1-416511228_box186_319.1-flying-discs-1949.pdf,707639e26003ce0c4f317b379626092d56af0f5a73db52cd91d4af184009c515,published,https://note.com/deft_ibis3303/n/n6a5fcccadea5,note_drafts/ai_summary_063_flying_discs_1949_note_version.md,,2026-05-14,2026-05-14,OCR不可・35文字・スキャン画像PDF。NARA RG342・Box 186・「空飛ぶ円盤」関連文書・1949年・143ページ。
#064,255_413270_ufo's_and_defense_what_should_we_prepare_for.pdf,https://www.war.gov/medialink/ufo/release_1/255_413270_ufo%27s_and_defense_what_should_we_prepare_for.pdf,2af37a8e08174de45b12ee3acc628736a3a36c5d95edd6c2c17f0bf6ccf1431e,published,https://note.com/deft_ibis3303/n/n3a3a9992afa5,note_drafts/ai_summary_064_ufo_defense_paper_note_version.md,,2026-05-14,2026-05-14,OCR不可・0文字・スキャン画像PDF。NARA RG255・「UFOs and Defense: What Should We Prepare For?」・94ページ。
#065,65_hs1-834228961_62-hq-83894_section_1.pdf,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_1.pdf,47e9d92b03cd96e2af3510ae7b583ce03c6a89acc21a3cc75c0cae3773c19c35,published,https://note.com/deft_ibis3303/n/n6fb7c92ba91e,note_drafts/ai_summary_065_fbi_hq_62hq83894_section1_note_version.md,,2026-05-14,2026-05-14,OCR不可・0文字・スキャン画像PDF。FBI HQ捜査ファイル62-HQ-83894 Section 1・185ページ・RG65。
#066,65_hs1-834228961_62-hq-83894_section_2.pdf,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_2.pdf,e196678aefbf9d1239524925838250d452ac3155789d226d6ebe0158b915070e,published,https://note.com/deft_ibis3303/n/nf0b8561dd43f,note_drafts/ai_summary_066_fbi_hq_62hq83894_section2_note_version.md,,2026-05-14,2026-05-14,OCR不可・36文字・スキャン画像PDF。FBI HQ捜査ファイル62-HQ-83894 Section 2・194ページ・RG65。
#067,fbi-photo-b1.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b1.pdf,6c47098b047b4cce59129072df1a7eeb5b6602da7ef209fa9dc1299e13622199,published,https://note.com/deft_ibis3303/n/n26df0965adc7,note_drafts/ai_summary_067_fbi_photo_b1_1999_note_version.md,,2026-05-14,2026-05-14,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:11:19・640×480・全メタデータリダクション済み・地形見える。
#068,fbi-photo-b2.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b2.pdf,e55d5cab5063153c6f2f27314c47b9e4a7f4938f2cefc6bfecf7eb6264b0a07b,published,https://note.com/deft_ibis3303/n/n40eabfcf45a9,note_drafts/ai_summary_068_fbi_photo_b2_1999_note_version.md,,2026-05-14,2026-05-14,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:11:27・b1から8秒後・中央付近に追跡対象の暗点出現。
#069,59_214434_sp_16_7.18.1963.pdf,https://www.war.gov/medialink/ufo/release_1/59_214434_sp_16_7.18.1963.pdf,aba3ec3b8ef0240364308cf046ccbfcd252c5a5d7ef470d696b72c1f41b2502d,published,https://note.com/deft_ibis3303/n/n5c509e4c5fd7,note_drafts/ai_summary_069_59_sp16_1963_note_version.md,,2026-05-14,2026-05-14,OCR不可・0文字・スキャン画像PDF。NARA RG59（推定）・SP-16・1963年7月18日・6ページ。【重複注意】同一内容ファイルが59_214434_sp_16_[7.18.1963].pdfとして別ファイル名で存在（MD5一致確認済み: 6039f96c52e566b69f3a3d774b7653fa）。war.gov側で括弧有無の異なるファイル名・URLで二重掲載されていたもの。重複記事未作成。→#069b参照。
#069b,59_214434_sp_16_[7.18.1963].pdf,https://www.war.gov/medialink/ufo/release_1/59_214434_sp_16_[7.18.1963].pdf,6039f96c52e566b69f3a3d774b7653fa(MD5),duplicate_of_069,,,, 2026-05-14,,【重複ファイル・記事未作成】#069（59_214434_sp_16_7.18.1963.pdf）とMD5完全一致（バイト同一）。war.gov側で括弧有無の異なるファイル名で二重掲載されていたソース元起因の重複。重複はダウンロード時点では気づかず、MD5照合で事後確認。掲載漏れではなくソース側の重複のため記事不要。
#070,255_t_763_r1b_transcripts.pdf,https://www.war.gov/medialink/ufo/release_1/255_t_763_r1b_transcripts.pdf,73cb8f0dc879a38811d9d745c11771263e112ec12a0e6bbabc27b9f781ddb74b,published,https://note.com/deft_ibis3303/n/n7d3265a184ac,note_drafts/ai_summary_070_255_t763_r1b_transcripts_note_version.md,,2026-05-14,2026-05-14,OCR不可・0文字・スキャン画像PDF。NARA RG255・T-763-R1B・トランスクリプト・4ページ。
#071,fbi-photo-b3.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b3.pdf,,draft,,note_drafts/ai_summary_071_fbi_photo_b3_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:11:34・b2から7秒後・暗点クロスヘア直上接近。スケール±15（広角）。
#072,fbi-photo-b4.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b4.pdf,,draft,,note_drafts/ai_summary_072_fbi_photo_b4_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:12:16・b3から42秒後・暗点右上方向移動。スケール±15（広角）。
#073,fbi-photo-b5.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b5.pdf,,draft,,note_drafts/ai_summary_073_fbi_photo_b5_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:12:20・b4から4秒後・対象物不確認・地形鮮明化。スケール±15（広角）。
#074,fbi-photo-b6.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b6.pdf,,draft,,note_drafts/ai_summary_074_fbi_photo_b6_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:10:00・シリーズ最古フレーム・ヘリコプター様機体＋別暗点（2物体同時確認）。スケール±15（広角）。
#075,fbi-photo-b7.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b7.pdf,,draft,,note_drafts/ai_summary_075_fbi_photo_b7_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:10:02・b6から2秒後・ヘリコプター様機体右移動・別暗点継続。スケール±15（広角）。
#076,fbi-photo-b8.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b8.pdf,,draft,,note_drafts/ai_summary_076_fbi_photo_b8_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:10:18・b7から16秒後・ヘリコプター消失・単一暗点クロスヘア付近。スケール±15（広角）。
#077,fbi-photo-b9.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b9.pdf,,draft,,note_drafts/ai_summary_077_fbi_photo_b9_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:10:26・b8から8秒後・暗点左方向移動。スケール±15（広角）。
#078,fbi-photo-b10.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b10.pdf,,draft,,note_drafts/ai_summary_078_fbi_photo_b10_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:10:50・b9から24秒後・暗点右上移動・山岳地形シルエット鮮明化。スケール±15（広角）。
#079,fbi-photo-b11.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b11.pdf,,draft,,note_drafts/ai_summary_079_fbi_photo_b11_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:11:06・b10から16秒後・暗点右上継続移動・丘陵確認。スケール±15（広角）。
#080,fbi-photo-b12.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b12.pdf,,draft,,note_drafts/ai_summary_080_fbi_photo_b12_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:11:12・b11から6秒後・暗点右上継続・山稜明確。スケール±15（広角）。
#081,fbi-photo-b13.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b13.pdf,,draft,,note_drafts/ai_summary_081_fbi_photo_b13_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:19:54・2暗点クロスヘア右下確認。スケール±3（ズームイン）。
#082,fbi-photo-b14.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b14.pdf,,draft,,note_drafts/ai_summary_082_fbi_photo_b14_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:20:08・b13から14秒後・2暗点上方移動・映像アーティファクト確認。スケール±3（ズームイン）。
#083,fbi-photo-b15.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b15.pdf,,draft,,note_drafts/ai_summary_083_fbi_photo_b15_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:20:22・b14から14秒後・2暗点継続・アーティファクト解消。スケール±3（ズームイン）。
#084,fbi-photo-b16.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b16.pdf,,draft,,note_drafts/ai_summary_084_fbi_photo_b16_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:20:41・b15から19秒後・暗点クロスヘア右上継続・形状変化の可能性。スケール±3（ズームイン）。
#085,fbi-photo-b17.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b17.pdf,,draft,,note_drafts/ai_summary_085_fbi_photo_b17_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:20:48・b16から7秒後・2暗点継続・b13から54秒経過。スケール±3（ズームイン）。
#086,fbi-photo-b18.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b18.pdf,,draft,,note_drafts/ai_summary_086_fbi_photo_b18_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:21:02・ズームシリーズ最終フレーム・2暗点水平軸上・b13から68秒追跡完結。スケール±3（ズームイン）。
#087,fbi-photo-b19.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b19.pdf,,draft,,note_drafts/ai_summary_087_fbi_photo_b19_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:18:53・約6分空白後の復帰・単一暗点中央。スケール±15（広角）。
#088,fbi-photo-b20.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b20.pdf,,draft,,note_drafts/ai_summary_088_fbi_photo_b20_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:18:58・b19から5秒後・2暗点初確認（広角）・1点→2点変化。スケール±15（広角）。
#089,fbi-photo-b21.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b21.pdf,,draft,,note_drafts/ai_summary_089_fbi_photo_b21_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:19:06・b20から8秒後・2暗点継続・広角での最後（ズームイン直前）。スケール±15（広角）。
#090,fbi-photo-b22.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b22.pdf,,draft,,note_drafts/ai_summary_090_fbi_photo_b22_1999_note_version.md,,2026-05-14,,FBI提出UAP IRカメラ映像フレーム・1999年12月31日18:19:19・初ズームインフレーム・スケール±15→±3への切り替え・2暗点鮮明化。

#091,fbi-photo-b23.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b23.pdf,,draft,,note_drafts/ai_summary_091_fbi_photo_b23_2025_note_version.md,,2026-05-14,,FBI提出AARO静止画・2025年後半・米国西部・TYPE-A・モノクロ・レチクル右側に細長暗点
#092,fbi-photo-b24.pdf,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b24.pdf,,draft,,note_drafts/ai_summary_092_fbi_photo_b24_2025_note_version.md,,2026-05-14,,FBI提出AARO静止画・2025年後半・米国西部・TYPE-A・モノクロ・レチクル中央上方に不規則形状暗点
#093,dow-uap-d32-mission-report,-syria-october-2024.pdf,https://www.war.gov/medialink/ufo/release_1/dow-uap-d32-mission-report,-syria-october-2024.pdf,,draft,,note_drafts/ai_summary_093_dow_d32_syria_oct2024_note_version.md,,2026-05-14,,USCENTCOM MISREP・2024-10-20・シリア・TYPE-D・白色光球FMV目撃・AARO未解決PR31/PR32/PR33参照元
#094,65_hs1-834228961_62-hq-83894_section_3.pdf,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_3.pdf,,draft,,note_drafts/ai_summary_094_fbi_hq_62hq83894_section3_note_version.md,,2026-05-14,,FBI捜査ファイル62-HQ-83894 Section 3・TYPE-G・OCR不可・1947-1968年UFO記録
#095,65_hs1-834228961_62-hq-83894_section_4.pdf,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_4.pdf,,draft,,note_drafts/ai_summary_095_fbi_hq_62hq83894_section4_note_version.md,,2026-05-14,,FBI捜査ファイル62-HQ-83894 Section 4・TYPE-G・OCR不可・1947-1968年UFO記録
#096,65_hs1-834228961_62-hq-83894_section_5.pdf,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_5.pdf,,draft,,note_drafts/ai_summary_096_fbi_hq_62hq83894_section5_note_version.md,,2026-05-14,,FBI捜査ファイル62-HQ-83894 Section 5・TYPE-G・OCR不可・1947-1968年UFO記録
#097,65_hs1-834228961_62-hq-83894_section_6.pdf,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_6.pdf,,draft,,note_drafts/ai_summary_097_fbi_hq_62hq83894_section6_note_version.md,,2026-05-14,,FBI捜査ファイル62-HQ-83894 Section 6・TYPE-G・OCR不可・1947-1968年UFO記録
#098,65_hs1-834228961_62-hq-83894_section_7.pdf,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_7.pdf,,draft,,note_drafts/ai_summary_098_fbi_hq_62hq83894_section7_note_version.md,,2026-05-14,,FBI捜査ファイル62-HQ-83894 Section 7・TYPE-G・OCR不可・1947-1968年UFO記録
#099,65_hs1-834228961_62-hq-83894_section_8.pdf,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_8.pdf,,draft,,note_drafts/ai_summary_099_fbi_hq_62hq83894_section8_note_version.md,,2026-05-14,,FBI捜査ファイル62-HQ-83894 Section 8・TYPE-G・OCR不可・1947-1968年UFO記録
#100,65_hs1-834228961_62-hq-83894_section_9.pdf,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_9.pdf,,draft,,note_drafts/ai_summary_100_fbi_hq_62hq83894_section9_note_version.md,,2026-05-14,,FBI捜査ファイル62-HQ-83894 Section 9・TYPE-G・OCR不可・1947-1968年UFO記録
